county,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
"Williams County, Ohio",37102,34164,335,85,199,8,658,1653
"Wood County, Ohio",132248,115339,3185,310,2764,10,2232,8408
"Wyandot County, Ohio",21900,20732,81,25,85,3,267,707
"Adair County, Oklahoma",19495,7645,41,8570,162,12,452,2613
"Alfalfa County, Oklahoma",5699,4771,238,195,7,0,134,354
"Atoka County, Oklahoma",14143,9480,565,2253,49,4,263,1529
"Beaver County, Oklahoma",5049,3811,4,46,15,7,797,369
"Beckham County, Oklahoma",22410,17519,1136,852,131,12,1076,1684
"Blaine County, Oklahoma",8735,6463,263,672,26,8,397,906
"Bryan County, Oklahoma",46067,31023,744,6820,295,14,1366,5805
"Caddo County, Oklahoma",26945,16743,690,5773,68,17,1019,2635
"Canadian County, Oklahoma",154405,112548,5467,6922,4847,114,6196,18311
"Carter County, Oklahoma",48003,32121,2872,4430,588,51,2035,5906
"Cherokee County, Oklahoma",47078,20787,537,16271,311,21,1468,7683
"Choctaw County, Oklahoma",14204,8284,1383,2579,29,5,176,1748
"Cimarron County, Oklahoma",2296,1801,1,17,1,0,271,205
"Cleveland County, Oklahoma",295528,203615,15147,13274,12827,278,11765,38622
"Coal County, Oklahoma",5266,3441,27,1035,15,2,86,660
"Comanche County, Oklahoma",121125,69301,19802,7237,3141,877,5222,15545
"Cotton County, Oklahoma",5527,4212,76,528,28,9,96,578
"Craig County, Oklahoma",14107,8581,378,2854,76,3,149,2066
"Creek County, Oklahoma",71754,52436,1480,7188,309,67,1236,9038
"Custer County, Oklahoma",28513,20025,823,1945,311,12,1937,3460
"Delaware County, Oklahoma",40397,25394,136,8695,474,36,603,5059
"Dewey County, Oklahoma",4484,3827,7,268,4,2,60,316
"Ellis County, Oklahoma",3749,3269,20,61,15,0,103,281
"Garfield County, Oklahoma",62846,45297,1747,1579,706,2941,4087,6489
"Garvin County, Oklahoma",25656,18904,552,2190,118,13,1073,2806
"Grady County, Oklahoma",54795,43117,1324,3050,204,38,1211,5851
"Grant County, Oklahoma",4169,3701,44,80,12,8,73,251
"Greer County, Oklahoma",5491,4277,362,186,7,1,198,460
"Harmon County, Oklahoma",2488,1742,164,57,11,0,219,295
"Harper County, Oklahoma",3272,2488,4,50,1,0,469,260
"Haskell County, Oklahoma",11561,7855,66,2242,21,7,225,1145
"Hughes County, Oklahoma",13367,8227,732,2587,41,14,434,1332
"Jackson County, Oklahoma",24785,16532,1726,535,344,77,2395,3176
"Jefferson County, Oklahoma",5337,4206,27,286,30,5,245,538
"Johnston County, Oklahoma",10272,6892,247,1662,52,5,244,1170
"Kay County, Oklahoma",43700,31801,879,4427,254,277,1363,4699
"Kingfisher County, Oklahoma",15184,11652,179,473,47,3,1273,1557
"Kiowa County, Oklahoma",8509,6519,327,559,52,3,312,737
"Latimer County, Oklahoma",9444,5925,43,2283,68,5,74,1046
"Le Flore County, Oklahoma",48129,32654,859,7113,295,32,1843,5333
"Lincoln County, Oklahoma",33458,26543,598,2359,119,13,369,3457
"Logan County, Oklahoma",49555,37097,3286,1743,275,31,1665,5458
"Love County, Oklahoma",10146,7206,198,649,72,0,893,1128
"McClain County, Oklahoma",41662,31626,352,2834,212,36,1494,5108
"McCurtain County, Oklahoma",30814,18494,2564,4515,132,460,864,3785
"McIntosh County, Oklahoma",18941,12810,547,3249,73,5,134,2123
"Major County, Oklahoma",7782,6622,16,165,47,0,293,639
"Marshall County, Oklahoma",15312,10210,170,1509,44,6,1569,1804
"Mayes County, Oklahoma",39046,23933,191,8225,193,27,424,6053
"Murray County, Oklahoma",13904,9668,167,2017,48,27,378,1599
"Muskogee County, Oklahoma",66339,35802,6622,12086,512,39,2152,9126
"Noble County, Oklahoma",10924,8560,153,988,47,0,102,1074
"Nowata County, Oklahoma",9320,5900,108,1602,8,5,38,1659
"Okfuskee County, Oklahoma",11310,6685,700,2588,32,0,150,1155
"Oklahoma County, Oklahoma",796292,437129,120320,27075,28178,1304,79257,103029
"Okmulgee County, Oklahoma",36706,22091,2768,6115,164,22,638,4908
"Osage County, Oklahoma",45818,27903,4842,6555,128,19,734,5637
"Ottawa County, Oklahoma",30285,19365,298,5704,154,232,551,3981
"Pawnee County, Oklahoma",15553,11702,79,1960,50,0,167,1595
"Payne County, Oklahoma",81646,60654,3195,3797,2673,59,1916,9352
"Pittsburg County, Oklahoma",43773,29042,1251,6597,284,37,889,5673
"Pontotoc County, Oklahoma",38065,23271,884,7171,373,13,774,5579
"Pottawatomie County, Oklahoma",72454,50484,2242,9145,514,47,1457,8565
"Pushmataha County, Oklahoma",10812,7507,67,1856,52,0,138,1192
"Roger Mills County, Oklahoma",3442,2945,8,122,5,2,62,298
"Rogers County, Oklahoma",95240,63792,1167,12425,1687,45,2012,14112
"Seminole County, Oklahoma",23556,14438,923,4638,76,8,390,3083
"Sequoyah County, Oklahoma",39281,22928,616,9205,288,14,704,5526
"Stephens County, Oklahoma",42848,33461,822,2183,250,21,1337,4774
"Texas County, Oklahoma",21384,10136,1025,563,475,0,5598,3587
"Tillman County, Oklahoma",6968,4554,497,242,31,0,800,844
"Tulsa County, Oklahoma",669279,390702,67414,40047,25122,1099,48015,96880
"Wagoner County, Oklahoma",80981,54125,2709,8372,1434,38,2383,11920
"Washington County, Oklahoma",52455,36126,1354,5409,980,12,1222,7352
"Washita County, Oklahoma",10924,9161,101,340,23,0,296,1003
"Woods County, Oklahoma",8624,7191,237,264,76,1,253,602
"Woodward County, Oklahoma",20470,16136,351,633,126,6,1238,1980
"Baker County, Oregon",16668,14936,77,186,66,21,349,1033
"Benton County, Oregon",95184,74612,1002,819,6428,292,3139,8892
"Clackamas County, Oregon",421401,334855,4554,3510,20699,1117,16123,40543
"Clatsop County, Oregon",41072,34525,226,431,564,104,1627,3595
"Columbia County, Oregon",52589,45243,323,733,583,121,1004,4582
"Coos County, Oregon",64929,54930,289,1493,747,128,1549,5793
"Crook County, Oregon",24738,21349,80,317,114,30,832,2016
"Curry County, Oregon",23446,19925,84,541,214,25,542,2115
"Deschutes County, Oregon",198253,169137,887,1563,2481,272,6653,17260
"Douglas County, Oregon",111201,96048,400,1950,1231,164,2103,9305
"Gilliam County, Oregon",1995,1770,4,29,9,11,27,145
"Grant County, Oregon",7233,6523,13,65,23,10,69,530
"Harney County, Oregon",7495,6566,8,246,36,0,113,526
"Hood River County, Oregon",23977,16381,53,274,392,37,3130,3710
"Jackson County, Oregon",223259,178193,1734,2781,3387,867,11739,24558
"Jefferson County, Oregon",24502,15992,145,3323,149,24,2458,2411
"Josephine County, Oregon",88090,75344,415,1071,886,128,2194,8052
"Klamath County, Oregon",69413,54494,562,2998,786,122,3532,6919
"Lake County, Oregon",8160,6691,49,131,54,10,322,903
"Lane County, Oregon",382971,309194,4660,4674,9620,1015,15016,38792
"Lincoln County, Oregon",50395,40624,199,1795,658,95,2140,4884
"Linn County, Oregon",128610,107700,681,1727,1477,295,4716,12014
"Malheur County, Oregon",31571,21619,465,539,396,53,5255,3244
"Marion County, Oregon",345920,233321,4161,6836,7501,3821,47723,42557
"Morrow County, Oregon",12186,7472,58,167,33,5,2779,1672
"Multnomah County, Oregon",815428,556202,45370,9906,62022,5457,48057,88414
"Polk County, Oregon",87433,68274,735,1912,1774,361,5061,9316
"Sherman County, Oregon",1870,1643,0,19,8,3,41,156
"Tillamook County, Oregon",27390,22620,79,307,283,85,1399,2617
"Umatilla County, Oregon",80075,53461,701,3082,720,151,12503,9457
"Union County, Oregon",26196,22565,161,242,220,492,462,2054
"Wallowa County, Oregon",7391,6673,9,60,31,4,145,469
"Wasco County, Oregon",26670,19821,133,1119,252,195,2153,2997
"Washington County, Oregon",600372,385455,13437,6179,69106,3477,52212,70506
"Wheeler County, Oregon",1451,1271,1,26,9,0,24,120
"Yamhill County, Oregon",107722,83667,900,1942,1579,212,8240,11182
"Adams County, Pennsylvania",103852,91460,1559,340,975,37,3850,5631
"Allegheny County, Pennsylvania",1250578,946321,163678,1909,58541,357,14066,65706
"Armstrong County, Pennsylvania",65558,62513,445,66,160,14,199,2161
"Beaver County, Pennsylvania",168215,144954,11168,243,1028,59,1404,9359
"Bedford County, Pennsylvania",47577,45569,192,78,153,4,167,1414
"Berks County, Pennsylvania",428849,309107,21992,2252,6413,170,50270,38645
"Blair County, Pennsylvania",122822,113618,2533,164,878,13,780,4836
"Bradford County, Pennsylvania",59967,56026,404,136,465,14,284,2638
"Bucks County, Pennsylvania",646538,529895,26373,1173,35216,178,16821,36882
"Butler County, Pennsylvania",193763,179140,2243,234,2814,41,1403,7888
"Cambria County, Pennsylvania",133472,120248,5828,135,782,37,760,5682
"Cameron County, Pennsylvania",4547,4285,16,9,29,0,40,168
"Carbon County, Pennsylvania",64749,58531,1208,152,330,20,1346,3162
"Centre County, Pennsylvania",158172,131212,5476,202,11404,45,2073,7760
"Chester County, Pennsylvania",534413,413103,29526,1450,35252,133,18878,36071
"Clarion County, Pennsylvania",37241,35159,552,47,175,16,173,1119
"Clearfield County, Pennsylvania",80562,75093,1906,82,450,0,543,2488
"Clinton County, Pennsylvania",37450,35169,447,72,212,7,254,1289
"Columbia County, Pennsylvania",64727,59549,912,100,759,19,857,2531
"Crawford County, Pennsylvania",83938,77804,1530,124,374,26,529,3551
"Cumberland County, Pennsylvania",259469,214921,11081,513,13911,126,4796,14121
"Dauphin County, Pennsylvania",286401,180980,50868,799,17277,109,14866,21502
"Delaware County, Pennsylvania",576830,367718,129242,1092,36457,153,12149,30019
"Elk County, Pennsylvania",30990,29555,80,22,113,12,98,1110
"Erie County, Pennsylvania",270876,222731,20584,477,6380,60,4649,15995
"Fayette County, Pennsylvania",128804,115811,5789,213,383,161,716,5731
"Forest County, Pennsylvania",6973,5296,1237,9,19,0,281,131
"Franklin County, Pennsylvania",155932,134524,5338,488,1442,52,5155,8933
"Fulton County, Pennsylvania",14556,13767,128,31,41,3,54,532
"Greene County, Pennsylvania",35954,33027,1083,77,120,6,250,1391
"Huntingdon County, Pennsylvania",44092,39624,2271,56,210,17,546,1368
"Indiana County, Pennsylvania",83246,76277,2494,143,817,13,535,2967
"Jefferson County, Pennsylvania",44492,42470,131,45,100,8,147,1591
"Juniata County, Pennsylvania",23509,22084,133,24,69,8,453,738
"Lackawanna County, Pennsylvania",215896,179038,8350,570,6826,35,8334,12743
"Lancaster County, Pennsylvania",552984,452646,22394,1322,14147,169,27367,34939
"Lawrence County, Pennsylvania",86070,76303,3664,103,323,7,652,5018
"Lebanon County, Pennsylvania",143257,118410,3233,270,2234,82,9445,9583
"Lehigh County, Pennsylvania",374557,244505,27589,1487,13941,150,49199,37686
"Luzerne County, Pennsylvania",325594,257042,16226,888,4070,109,25207,22052
"Lycoming County, Pennsylvania",114188,100428,5835,221,933,31,1006,5734
"McKean County, Pennsylvania",40432,37273,867,110,199,2,176,1805
"Mercer County, Pennsylvania",110652,97516,6389,144,687,24,671,5221
"Mifflin County, Pennsylvania",46143,43644,388,59,169,2,348,1533
"Monroe County, Pennsylvania",168327,110959,24894,680,4080,74,11540,16100
"Montgomery County, Pennsylvania",856553,627566,81786,1904,68032,205,24545,52515
"Montour County, Pennsylvania",18136,16248,331,37,668,1,144,707
"Northampton County, Pennsylvania",312951,238475,19442,855,10041,114,18425,25599
"Northumberland County, Pennsylvania",91647,82821,2579,169,457,24,1847,3750
"Perry County, Pennsylvania",45842,43173,302,50,146,4,330,1837
"Philadelphia County, Pennsylvania",1603797,582636,630462,6212,133553,932,139102,110900
"Pike County, Pennsylvania",58535,47203,3285,208,855,17,1923,5044
"Potter County, Pennsylvania",16396,15608,43,25,74,0,83,563
"Schuylkill County, Pennsylvania",143049,128205,4394,248,761,30,3747,5664
"Snyder County, Pennsylvania",39736,37328,539,50,299,12,313,1195
"Somerset County, Pennsylvania",74129,69290,1881,69,200,14,556,2119
"Sullivan County, Pennsylvania",5840,5439,85,9,20,0,52,235
"Susquehanna County, Pennsylvania",38434,36066,145,76,138,0,339,1670
"Tioga County, Pennsylvania",41045,38477,343,77,189,7,216,1736
"Union County, Pennsylvania",42681,36974,2583,102,822,8,601,1591
"Venango County, Pennsylvania",50454,47324,444,83,172,10,206,2215
"Warren County, Pennsylvania",38587,36447,149,76,157,5,130,1623
"Washington County, Pennsylvania",209349,188060,6958,301,2013,64,1491,10462
"Wayne County, Pennsylvania",51155,45795,1722,111,424,0,615,2488
"Westmoreland County, Pennsylvania",354663,324684,9188,419,3328,38,1740,15266
"Wyoming County, Pennsylvania",26069,24363,233,44,119,6,163,1141
"York County, Pennsylvania",456438,373200,27999,1116,6675,182,18626,28640
"Bristol County, Rhode Island",50793,45355,773,105,1285,1,500,2774
"Kent County, Rhode Island",170363,147106,3220,532,4882,40,3860,10723
"Newport County, Rhode Island",85643,72063,2840,362,1570,64,2533,6211
"Providence County, Rhode Island",660741,402194,53803,5362,28614,380,94730,75658
"Washington County, Rhode Island",129839,116202,1532,1024,2610,51,1992,6428
"Abbeville County, South Carolina",24295,16877,6205,44,73,11,198,887
"Aiken County, South Carolina",168808,110016,39856,699,1792,132,5775,10538
"Allendale County, South Carolina",8039,2010,5656,48,17,1,139,168
"Anderson County, South Carolina",203718,154385,30440,616,2413,58,4761,11045
"Bamberg County, South Carolina",13311,5046,7763,30,68,0,83,321
"Barnwell County, South Carolina",20589,10493,8825,78,161,18,258,756
"Beaufort County, South Carolina",187117,130860,27973,738,2441,137,10711,14257
"Berkeley County, South Carolina",229861,141465,52393,1566,5452,202,10695,18088
"Calhoun County, South Carolina",14119,7896,5372,62,30,6,272,481
"Charleston County, South Carolina",408235,268699,92598,1501,7567,345,15675,21850
"Cherokee County, South Carolina",56216,40203,11370,226,345,14,1547,2511
"Chester County, South Carolina",32294,18759,11330,172,149,14,472,1398
"Chesterfield County, South Carolina",43273,26188,13233,241,274,9,1227,2101
"Clarendon County, South Carolina",31144,15481,13919,130,230,8,541,835
"Colleton County, South Carolina",38604,22066,13467,335,188,16,795,1737
"Darlington County, South Carolina",62905,34103,25524,165,293,22,708,2090
"Dillon County, South Carolina",28292,13151,12727,639,68,2,533,1172
"Dorchester County, South Carolina",161540,101446,38733,1060,3314,204,4567,12216
"Edgefield County, South Carolina",25657,15334,8365,77,128,8,722,1023
"Fairfield County, South Carolina",20948,8571,11251,79,102,8,223,714
"Florence County, South Carolina",137059,69755,57186,433,2324,54,2117,5190
"Georgetown County, South Carolina",63404,41555,18156,129,267,35,1181,2081
"Greenville County, South Carolina",525534,353260,88181,2437,12981,429,31011,37235
"Greenwood County, South Carolina",69351,41205,20938,171,694,44,2990,3309
"Hampton County, South Carolina",18561,8135,9592,50,102,17,231,434
"Horry County, South Carolina",351029,270736,39883,1610,4655,320,12262,21563
"Jasper County, South Carolina",28791,13715,9645,145,197,24,3029,2036
"Kershaw County, South Carolina",65403,44053,15256,257,425,31,1696,3685
"Lancaster County, South Carolina",96016,66147,19272,292,1778,14,2733,5780
"Laurens County, South Carolina",67539,45080,16024,245,302,24,2385,3479
"Lee County, South Carolina",16531,5771,10084,50,38,0,169,419
"Lexington County, South Carolina",293991,212701,42924,1473,6692,210,10671,19320
"McCormick County, South Carolina",9526,5182,3933,27,38,5,63,278
"Marion County, South Carolina",29183,11205,16403,112,134,3,408,918
"Marlboro County, South Carolina",26667,10839,13391,1139,99,7,151,1041
"Newberry County, South Carolina",37719,23263,10451,231,145,4,1802,1823
"Oconee County, South Carolina",78607,65766,5193,301,591,24,2095,4637
"Orangeburg County, South Carolina",84223,28070,51046,517,895,39,1171,2485
"Pickens County, South Carolina",131404,108696,8528,423,2735,37,3249,7736
"Richland County, South Carolina",416147,177274,190218,1356,11438,467,11468,23926
"Saluda County, South Carolina",18862,11670,4072,167,38,0,1512,1403
"Spartanburg County, South Carolina",327997,219423,64230,1375,8297,198,14932,19542
"Sumter County, South Carolina",105556,47406,48876,428,1432,90,1895,5429
"Union County, South Carolina",27244,17388,8485,58,78,9,180,1046
"Williamsburg County, South Carolina",31026,10249,19666,87,161,3,227,633
"York County, South Carolina",282090,191849,51898,2284,8825,128,8346,18760
"Aurora County, South Dakota",2747,2443,14,38,14,2,139,97
"Beadle County, South Dakota",19149,13861,165,328,2071,58,1342,1324
"Bennett County, South Dakota",3381,1011,7,2093,7,0,4,259
"Bon Homme County, South Dakota",7003,6194,107,459,11,5,71,156
"Brookings County, South Dakota",34375,30291,637,414,917,13,646,1457
"Brown County, South Dakota",38301,33096,566,1198,922,45,700,1774
"Brule County, South Dakota",5247,4365,33,518,26,5,19,281
"Buffalo County, South Dakota",1948,286,0,1585,1,0,0,76
"Butte County, South Dakota",10243,9319,12,205,30,5,121,551
"Campbell County, South Dakota",1377,1282,0,31,6,0,7,51
"Charles Mix County, South Dakota",9373,5751,16,3098,31,18,47,412
"Clark County, South Dakota",3837,3617,12,24,7,2,65,110
"Clay County, South Dakota",14967,12809,235,600,361,4,158,800
"Codington County, South Dakota",28325,26091,116,687,197,9,247,978
"Corson County, South Dakota",3902,957,6,2734,20,0,7,178
"Custer County, South Dakota",8318,7585,32,175,25,1,82,418
"Davison County, South Dakota",19956,17790,157,652,117,0,435,805
