,county,labor_force,employed,unemployed,unemployed_pct,population,race_white,race_black,race_native,race_asian,race_islander,race_other,race_two_or_more
2964,"Wise County, Virginia",13076,12080,996,7.6     ,36130,32789,1802,55,153,11,181,1139
2965,"Wythe County, Virginia",13827,12760,1067,7.7     ,28290,26165,707,61,118,2,159,1078
2966,"York County, Virginia",32390,30587,1803,5.6     ,70045,48251,8930,258,4297,140,1482,6687
2967,"Alexandria city, Virginia",100168,94157,6011,6.0     ,159467,82185,31903,1004,11354,94,15750,17177
2968,"Bristol city, Virginia",7316,6750,566,7.7     ,17219,14754,1051,57,162,4,103,1088
2969,"Buena Vista city, Virginia",3114,2935,179,5.7     ,6641,5740,289,49,29,24,63,447
2970,"Charlottesville city, Virginia",25424,23785,1639,6.4     ,46553,30344,7122,164,4083,22,1235,3583
2971,"Chesapeake city, Virginia",122036,114556,7480,6.1     ,249422,139573,72268,1174,9057,377,6807,20166
2972,"Colonial Heights city, Virginia",8480,7877,603,7.1     ,18170,12652,2915,42,579,13,542,1427
2973,"Covington city, Virginia",2412,2181,231,9.6     ,5737,4585,718,23,32,5,72,302
2974,"Danville city, Virginia",19250,17379,1871,9.7     ,42590,17262,21879,186,514,1,1124,1624
2975,"Emporia city, Virginia",2344,2083,261,11.1     ,5766,1544,3655,23,53,6,272,213
2976,"Fairfax city, Virginia",13038,12304,734,5.6     ,24146,13473,1103,145,4537,10,2067,2811
2977,"Falls Church city, Virginia",8284,7970,314,3.8     ,14658,10221,576,32,1499,11,582,1737
2978,"Franklin city, Virginia",3640,3332,308,8.5     ,8180,3008,4639,34,81,5,79,334
2979,"Fredericksburg city, Virginia",14020,13017,1003,7.2     ,27982,15872,6135,180,1334,30,1754,2677
2980,"Galax city, Virginia",2881,2658,223,7.7     ,6720,5233,367,33,52,1,626,408
2981,"Hampton city, Virginia",64604,59090,5514,8.5     ,137148,51202,67915,647,3568,241,3220,10355
2982,"Harrisonburg city, Virginia",24259,22712,1547,6.4     ,51814,33789,4218,297,2116,29,6029,5336
2983,"Hopewell city, Virginia",9811,8758,1053,10.7     ,23033,10141,9852,111,254,20,968,1687
2984,"Lexington city, Virginia",2049,1906,143,7.0     ,7320,6112,459,20,281,0,123,325
2985,"Lynchburg city, Virginia",36015,33405,2610,7.2     ,79009,48502,21453,243,1766,41,2400,4604
2986,"Manassas city, Virginia",21684,20278,1406,6.5     ,42772,16717,5124,536,2729,36,11975,5655
2987,"Manassas Park city, Virginia",9483,8835,648,6.8     ,17219,5535,2136,174,1835,13,5263,2263
2988,"Martinsville city, Virginia",5670,5051,619,10.9     ,13485,5924,6094,50,116,4,535,762
2989,"Newport News city, Virginia",89715,81929,7786,8.7     ,186247,74676,78687,940,6356,441,8892,16255
2990,"Norfolk city, Virginia",111825,102074,9751,8.7     ,238005,102841,95594,1328,9025,521,9445,19251
2991,"Norton city, Virginia",1660,1536,124,7.5     ,3687,3242,180,8,27,1,38,191
2992,"Petersburg city, Virginia",13459,11582,1877,13.9     ,33458,5418,24811,141,339,32,1142,1575
2993,"Poquoson city, Virginia",6249,5988,261,4.2     ,12460,11059,120,41,264,7,133,836
2994,"Portsmouth city, Virginia",44701,40428,4273,9.6     ,97915,35892,52214,427,1285,141,1738,6218
2995,"Radford city, Virginia",8457,7922,535,6.3     ,16070,12280,2182,40,217,6,488,857
2996,"Richmond city, Virginia",119962,109370,10592,8.8     ,226610,98140,91653,898,6259,115,15441,14104
2997,"Roanoke city, Virginia",49174,45388,3786,7.7     ,100011,57309,27470,419,2479,54,4795,7485
2998,"Salem city, Virginia",12671,11938,733,5.8     ,25346,20923,1949,48,541,9,503,1373
2999,"Staunton city, Virginia",12247,11480,767,6.3     ,25750,20207,2935,84,323,12,466,1723
3000,"Suffolk city, Virginia",44546,41643,2903,6.5     ,94324,44723,39701,343,1708,74,1645,6130
3001,"Virginia Beach city, Virginia",230322,215991,14331,6.2     ,459470,278956,85478,1894,34305,756,13959,44122
3002,"Waynesboro city, Virginia",10700,10002,698,6.5     ,22196,16562,2672,43,260,26,940,1693
3003,"Williamsburg city, Virginia",6705,6153,552,8.2     ,15425,7572,5699,41,500,25,596,992
3004,"Winchester city, Virginia",14912,14041,871,5.8     ,28120,18336,2865,255,711,16,3536,2401
3005,"Adams County, Washington",9261,8584,677,7.3     ,20613,9164,41,439,135,13,7286,3535
3006,"Asotin County, Washington",10383,9845,538,5.2     ,22285,19858,116,299,206,34,300,1472
3007,"Benton County, Washington",103143,94682,8461,8.2     ,206873,146087,2893,2052,6397,607,24691,24146
3008,"Chelan County, Washington",44190,40497,3693,8.4     ,79074,55289,296,817,809,124,13248,8491
3009,"Clallam County, Washington",29280,26303,2977,10.2     ,77155,62450,615,4346,1263,119,1676,6686
3010,"Clark County, Washington",242578,221896,20682,8.5     ,503311,379827,11396,4835,24274,5306,25402,52271
3011,"Columbia County, Washington",1724,1599,125,7.3     ,3952,3442,11,50,23,1,118,307
3012,"Cowlitz County, Washington",48522,43999,4523,9.3     ,110730,90812,820,1720,1772,668,4744,10194
3013,"Douglas County, Washington",21225,19420,1805,8.5     ,42938,27842,150,673,412,62,7685,6114
3014,"Ferry County, Washington",2469,2184,285,11.5     ,7178,5118,28,1309,46,11,90,576
3015,"Franklin County, Washington",42497,38664,3833,9.0     ,96749,45837,1790,1403,1904,232,29459,16124
3016,"Garfield County, Washington",819,750,69,8.4     ,2286,2098,9,18,11,0,28,122
3017,"Grant County, Washington",47442,43247,4195,8.8     ,99123,57433,782,1660,1202,104,24733,13209
3018,"Grays Harbor County, Washington",29055,25653,3402,11.7     ,75636,59052,1026,3876,1050,134,3668,6830
3019,"Island County, Washington",36303,33305,2998,8.3     ,86857,67928,2399,717,4019,440,2346,9008
3020,"Jefferson County, Washington",13081,11850,1231,9.4     ,32977,28588,207,565,497,50,518,2552
3021,"King County, Washington",1286608,1190168,96440,7.5     ,2269675,1273054,151468,19073,452475,20022,117830,235753
3022,"Kitsap County, Washington",129092,119140,9952,7.7     ,275611,206398,7835,4306,14412,2969,8057,31634
3023,"Kittitas County, Washington",22085,20087,1998,9.0     ,44337,36479,402,539,931,93,2191,3702
3024,"Klickitat County, Washington",9810,9002,808,8.2     ,22735,18271,64,550,145,42,1571,2092
3025,"Lewis County, Washington",35103,31819,3284,9.4     ,82149,67825,564,1190,824,158,4223,7365
3026,"Lincoln County, Washington",4681,4363,318,6.8     ,10876,9704,21,225,73,14,129,710
3027,"Mason County, Washington",25517,23009,2508,9.8     ,65726,51023,713,2632,783,224,3809,6542
3028,"Okanogan County, Washington",19581,17822,1759,9.0     ,42104,27606,168,4881,284,41,4989,4135
3029,"Pacific County, Washington",8524,7610,914,10.7     ,23365,19104,101,554,463,47,1137,1959
3030,"Pend Oreille County, Washington",4958,4428,530,10.7     ,13401,11811,57,396,78,11,183,865
3031,"Pierce County, Washington",450196,406822,43374,9.6     ,921130,595446,66006,12777,63460,18844,48471,116126
3032,"San Juan County, Washington",8379,7714,665,7.9     ,17788,15276,54,115,229,27,615,1472
3033,"Skagit County, Washington",62498,56374,6124,9.8     ,129523,96540,888,2878,2832,418,12238,13729
3034,"Skamania County, Washington",5515,5006,509,9.2     ,12036,10308,74,187,121,34,289,1023
3035,"Snohomish County, Washington",441156,403863,37293,8.5     ,827957,546855,29293,10805,101464,5016,45028,89496
3036,"Spokane County, Washington",257308,234789,22519,8.8     ,539339,442952,10979,8092,12654,4303,11999,48360
3037,"Stevens County, Washington",18545,16799,1746,9.4     ,46445,39313,149,2680,290,89,610,3314
3038,"Thurston County, Washington",144312,132365,11947,8.3     ,294793,215798,9403,4458,17268,3347,10359,34160
3039,"Wahkiakum County, Washington",1409,1285,124,8.8     ,4422,3884,22,61,44,3,53,355
3040,"Walla Walla County, Washington",30165,28096,2069,6.9     ,62584,45471,1056,696,943,137,7087,7194
3041,"Whatcom County, Washington",114716,103992,10724,9.3     ,226847,175946,2347,6277,10127,725,9692,21733
3042,"Whitman County, Washington",21984,20683,1301,5.9     ,47973,36586,1203,338,3646,155,1509,4536
3043,"Yakima County, Washington",130759,118071,12688,9.7     ,256728,124445,2119,12979,3030,309,75079,38767
3044,"Barbour County, West Virginia",7335,6729,606,8.3     ,15465,14460,271,37,32,0,42,623
3045,"Berkeley County, West Virginia",58337,54709,3628,6.2     ,122076,98281,9364,407,1496,52,2756,9720
3046,"Boone County, West Virginia",7469,6685,784,10.5     ,21809,20780,135,46,36,2,34,776
3047,"Braxton County, West Virginia",5220,4678,542,10.4     ,12447,11976,50,19,23,11,25,343
3048,"Brooke County, West Virginia",9901,9012,889,9.0     ,22559,20915,368,39,55,0,108,1074
3049,"Cabell County, West Virginia",41946,38604,3342,8.0     ,94350,82665,4811,209,1345,20,658,4642
3050,"Calhoun County, West Virginia",2535,2128,407,16.1     ,6229,6003,13,12,13,2,2,184
3051,"Clay County, West Virginia",3153,2759,394,12.5     ,8051,7671,13,29,16,0,1,321
3052,"Doddridge County, West Virginia",3847,3605,242,6.3     ,7808,7304,174,18,15,0,35,262
3053,"Fayette County, West Virginia",16264,14642,1622,10.0     ,40488,36483,1680,104,105,2,206,1908
3054,"Gilmer County, West Virginia",2342,2106,236,10.1     ,7408,6220,937,11,31,3,9,197
3055,"Grant County, West Virginia",5969,5580,389,6.5     ,10976,10489,85,21,24,0,54,303
3056,"Greenbrier County, West Virginia",15680,14416,1264,8.1     ,32977,30360,792,70,198,6,235,1316
3057,"Hampshire County, West Virginia",10847,10253,594,5.5     ,23093,21775,188,35,61,4,153,877
3058,"Hancock County, West Virginia",13131,11814,1317,10.0     ,29095,26661,703,36,110,9,126,1450
3059,"Hardy County, West Virginia",5865,5445,420,7.2     ,14299,12835,414,35,59,0,325,631
3060,"Harrison County, West Virginia",34090,31381,2709,7.9     ,65921,60334,1118,157,489,28,387,3408
3061,"Jackson County, West Virginia",12780,11684,1096,8.6     ,27791,26516,101,46,91,2,127,908
3062,"Jefferson County, West Virginia",30084,28298,1786,5.9     ,57701,46825,3459,141,837,13,1689,4737
3063,"Kanawha County, West Virginia",82800,75431,7369,8.9     ,180745,153637,13592,402,2149,51,1349,9565
3064,"Lewis County, West Virginia",6337,5649,688,10.9     ,17033,16162,69,23,58,8,46,667
3065,"Lincoln County, West Virginia",7293,6564,729,10.0     ,20463,19793,49,22,26,0,45,528
3066,"Logan County, West Virginia",11181,9820,1361,12.2     ,32567,30884,581,42,67,1,64,928
3067,"McDowell County, West Virginia",4478,3914,564,12.6     ,19111,16195,2163,22,20,4,56,651
3068,"Marion County, West Virginia",25363,23168,2195,8.7     ,56205,50578,1867,139,256,43,200,3122
3069,"Marshall County, West Virginia",13610,12260,1350,9.9     ,30591,28797,264,39,108,7,129,1247
3070,"Mason County, West Virginia",10356,9479,877,8.5     ,25453,24401,193,39,83,5,40,692
3071,"Mercer County, West Virginia",20957,18989,1968,9.4     ,59664,52554,3720,176,296,7,266,2645
3072,"Mineral County, West Virginia",12249,11323,926,7.6     ,26938,24734,723,41,117,5,104,1214
3073,"Mingo County, West Virginia",6862,5884,978,14.3     ,23568,22383,409,36,32,0,47,661
3074,"Monongalia County, West Virginia",54613,51146,3467,6.3     ,105822,90012,4160,185,3755,71,1157,6482
3075,"Monroe County, West Virginia",6079,5648,431,7.1     ,12376,11771,113,28,11,0,53,400
3076,"Morgan County, West Virginia",8362,7857,505,6.0     ,17063,15985,112,40,83,0,82,761
3077,"Nicholas County, West Virginia",9571,8587,984,10.3     ,24604,23603,61,45,74,7,38,776
3078,"Ohio County, West Virginia",20439,18715,1724,8.4     ,42425,37769,1661,77,392,20,281,2225
3079,"Pendleton County, West Virginia",3710,3529,181,4.9     ,6143,5845,82,14,0,5,19,178
3080,"Pleasants County, West Virginia",2720,2417,303,11.1     ,7653,7248,95,22,17,0,21,250
3081,"Pocahontas County, West Virginia",3827,3473,354,9.3     ,7869,7497,57,26,9,4,36,240
3082,"Preston County, West Virginia",15525,14394,1131,7.3     ,34216,30832,2042,76,57,5,70,1134
3083,"Putnam County, West Virginia",27080,25075,2005,7.4     ,57440,53364,656,96,577,7,395,2345
3084,"Raleigh County, West Virginia",30524,27800,2724,8.9     ,74591,64025,5847,136,831,16,409,3327
3085,"Randolph County, West Virginia",12364,11230,1134,9.2     ,27932,26144,433,61,104,1,140,1049
3086,"Ritchie County, West Virginia",4399,4031,368,8.4     ,8444,8155,17,9,23,7,20,213
3087,"Roane County, West Virginia",5128,4490,638,12.4     ,14028,13305,39,28,38,1,43,574
3088,"Summers County, West Virginia",4376,4033,343,7.8     ,11959,10930,402,35,33,0,38,521
3089,"Taylor County, West Virginia",7816,7240,576,7.4     ,16705,15710,114,19,41,0,38,783
3090,"Tucker County, West Virginia",3292,3013,279,8.5     ,6762,6457,21,4,6,1,23,250
3091,"Tyler County, West Virginia",3173,2845,328,10.3     ,8313,7981,4,17,3,0,18,290
3092,"Upshur County, West Virginia",9650,8726,924,9.6     ,23816,22474,223,37,88,6,87,901
3093,"Wayne County, West Virginia",15838,14510,1328,8.4     ,38982,37339,168,56,83,10,121,1205
3094,"Webster County, West Virginia",3328,3016,312,9.4     ,8378,8105,13,14,4,2,20,220
3095,"Wetzel County, West Virginia",6747,6083,664,9.8     ,14442,13752,34,18,50,0,49,539
3096,"Wirt County, West Virginia",2282,2037,245,10.7     ,5194,5013,6,4,0,4,9,158
3097,"Wood County, West Virginia",36445,33221,3224,8.8     ,84296,78170,1040,174,564,23,404,3921
3098,"Wyoming County, West Virginia",6591,5901,690,10.5     ,21382,20592,107,32,18,1,30,602
3099,"Adams County, Wisconsin",8047,7281,766,9.5     ,20654,18734,603,198,85,10,220,804
3100,"Ashland County, Wisconsin",7686,7035,651,8.5     ,16027,12791,112,2084,84,9,52,895
3101,"Barron County, Wisconsin",23873,22413,1460,6.1     ,46711,42567,819,472,346,5,542,1960
3102,"Bayfield County, Wisconsin",7399,6711,688,9.3     ,16220,13493,59,1696,36,2,94,840
3103,"Brown County, Wisconsin",140454,132013,8441,6.0     ,268740,212929,8404,7581,8518,122,11793,19393
3104,"Buffalo County, Wisconsin",6336,5865,471,7.4     ,13317,12651,43,41,23,12,147,400
3105,"Burnett County, Wisconsin",7157,6509,648,9.1     ,16526,14756,65,721,53,10,81,840
3106,"Calumet County, Wisconsin",27096,25825,1271,4.7     ,52442,46499,444,252,1277,42,1505,2423
3107,"Chippewa County, Wisconsin",32978,30930,2048,6.2     ,66297,60865,1075,361,975,19,373,2629
3108,"Clark County, Wisconsin",17401,16615,786,4.5     ,34659,31972,119,172,108,4,1189,1095
3109,"Columbia County, Wisconsin",31281,29438,1843,5.9     ,58490,53739,905,320,381,11,736,2398
3110,"Crawford County, Wisconsin",7453,6908,545,7.3     ,16113,15107,269,52,72,1,70,542
3111,"Dane County, Wisconsin",319433,304154,15279,4.8     ,561504,435458,30473,2397,35758,241,18203,38974
3112,"Dodge County, Wisconsin",47213,44729,2484,5.3     ,89396,79395,2766,438,517,11,2179,4090
3113,"Door County, Wisconsin",14905,13886,1019,6.8     ,30066,27754,145,144,144,4,482,1393
3114,"Douglas County, Wisconsin",22886,20786,2100,9.2     ,44295,39733,583,801,286,18,256,2618
3115,"Dunn County, Wisconsin",23606,22303,1303,5.5     ,45440,41198,404,207,1458,13,433,1727
3116,"Eau Claire County, Wisconsin",58299,55064,3235,5.5     ,105710,93277,1255,527,4401,83,1158,5009
3117,"Florence County, Wisconsin",2191,2016,175,8.0     ,4558,4312,9,30,8,8,15,176
3118,"Fond du Lac County, Wisconsin",56114,52828,3286,5.9     ,104154,91630,2416,506,1256,35,3152,5159
3119,"Forest County, Wisconsin",3890,3407,483,12.4     ,9179,7407,32,1228,17,11,20,464
3120,"Grant County, Wisconsin",27311,25875,1436,5.3     ,51938,48710,684,129,413,8,544,1450
3121,"Green County, Wisconsin",20555,19570,985,4.8     ,37093,34318,212,105,174,3,700,1581
3122,"Green Lake County, Wisconsin",9253,8616,637,6.9     ,19018,17505,117,68,103,12,407,806
3123,"Iowa County, Wisconsin",13502,12678,824,6.1     ,23709,22326,114,39,180,12,207,831
3124,"Iron County, Wisconsin",2547,2261,286,11.2     ,6137,5831,16,66,13,0,42,169
3125,"Jackson County, Wisconsin",9877,8959,918,9.3     ,21145,18142,442,1378,77,0,244,862
3126,"Jefferson County, Wisconsin",45213,42762,2451,5.4     ,84900,75145,888,365,672,27,2858,4945
3127,"Juneau County, Wisconsin",13280,12327,953,7.2     ,26718,24299,560,381,148,1,229,1100
3128,"Kenosha County, Wisconsin",88499,82200,6299,7.1     ,169151,128417,12082,730,2874,88,8864,16096
3129,"Kewaunee County, Wisconsin",10661,10172,489,4.6     ,20563,19149,60,89,68,2,484,711
3130,"La Crosse County, Wisconsin",64982,61467,3515,5.4     ,120784,106317,1994,508,5608,26,1052,5279
3131,"Lafayette County, Wisconsin",9785,9365,420,4.3     ,16611,15231,28,48,40,4,615,645
3132,"Langlade County, Wisconsin",9285,8684,601,6.5     ,19491,18125,105,250,70,4,143,794
3133,"Lincoln County, Wisconsin",14677,13805,872,5.9     ,28415,26909,158,120,118,2,176,932
3134,"Manitowoc County, Wisconsin",40419,37911,2508,6.2     ,81359,72034,1070,464,2253,15,1496,4027
3135,"Marathon County, Wisconsin",72313,68711,3602,5.0     ,138013,119902,1192,648,8496,36,1853,5886
3136,"Marinette County, Wisconsin",19504,17981,1523,7.8     ,41872,39100,201,255,187,8,450,1671
3137,"Marquette County, Wisconsin",7650,7136,514,6.7     ,15592,14688,46,68,51,5,164,570
3138,"Menominee County, Wisconsin",1649,1396,253,15.3     ,4255,500,2,3643,2,3,4,101
3139,"Milwaukee County, Wisconsin",463420,425483,37937,8.2     ,939489,488198,245863,7507,46446,369,63932,87174
3140,"Monroe County, Wisconsin",23363,22075,1288,5.5     ,46274,41293,649,585,365,63,985,2334
3141,"Oconto County, Wisconsin",20241,18962,1279,6.3     ,38965,36432,92,510,117,4,316,1494
3142,"Oneida County, Wisconsin",17800,16508,1292,7.3     ,37845,35468,213,473,205,18,214,1254
3143,"Outagamie County, Wisconsin",102786,97137,5649,5.5     ,190705,164009,3053,3143,6618,112,3731,10039
3144,"Ozaukee County, Wisconsin",47963,45366,2597,5.4     ,91503,82306,1524,241,2291,15,961,4165
3145,"Pepin County, Wisconsin",4080,3839,241,5.9     ,7318,6899,24,38,25,1,73,258
3146,"Pierce County, Wisconsin",24779,23054,1725,7.0     ,42212,38964,406,228,291,18,473,1832
3147,"Polk County, Wisconsin",24408,22658,1750,7.2     ,44977,42075,182,390,206,7,356,1761
3148,"Portage County, Wisconsin",37491,35475,2016,5.4     ,70377,62967,945,298,2263,16,932,2956
3149,"Price County, Wisconsin",6209,5785,424,6.8     ,14054,13236,33,87,69,124,64,441
3150,"Racine County, Wisconsin",97155,90104,7051,7.3     ,197727,142438,23303,1061,2316,59,10690,17860
3151,"Richland County, Wisconsin",9009,8551,458,5.1     ,17304,16157,96,54,96,0,216,685
3152,"Rock County, Wisconsin",84935,78908,6027,7.1     ,163687,133107,8311,878,2059,72,7457,11803
3153,"Rusk County, Wisconsin",6581,6144,437,6.6     ,14188,13371,45,73,53,5,83,558
3154,"St. Croix County, Wisconsin",49739,46223,3516,7.1     ,93536,86227,653,324,984,33,1073,4242
3155,"Sauk County, Wisconsin",34355,31770,2585,7.5     ,65763,58602,622,863,398,18,2012,3248
3156,"Sawyer County, Wisconsin",7910,7289,621,7.9     ,18074,13920,101,2940,63,2,107,941
3157,"Shawano County, Wisconsin",20791,19463,1328,6.4     ,40881,34679,126,3455,165,6,487,1963
3158,"Sheboygan County, Wisconsin",61510,57996,3514,5.7     ,118034,98204,2539,540,6913,21,3400,6417
3159,"Taylor County, Wisconsin",10905,10372,533,4.9     ,19913,18878,67,42,63,5,266,592
3160,"Trempealeau County, Wisconsin",15607,14512,1095,7.0     ,30760,26301,105,377,109,0,2428,1440
3161,"Vernon County, Wisconsin",14896,14119,777,5.2     ,30714,29315,127,49,96,10,231,886
3162,"Vilas County, Wisconsin",10221,9480,741,7.2     ,23047,19701,58,2252,58,0,114,864
3163,"Walworth County, Wisconsin",56322,52906,3416,6.1     ,106478,90957,1223,479,1016,15,4948,7840
3164,"Washburn County, Wisconsin",7777,7240,537,6.9     ,16623,15442,34,193,62,11,89,792
3165,"Washington County, Wisconsin",75700,71445,4255,5.6     ,136761,125351,1753,371,1951,30,1511,5794
3166,"Waukesha County, Wisconsin",220498,208246,12252,5.6     ,406978,353946,6852,1202,15698,130,6102,23048
3167,"Waupaca County, Wisconsin",25439,24028,1411,5.5     ,51812,48284,211,308,265,6,813,1925
